0,57.677345275878906,177.83795166015625
1,67.1591796875,170.81985473632812
1,110.73401641845703,62.64215087890625
2,50.41433334350586,172.5767059326172
3,54.061222076416016,174.15135192871094
7,53.16476821899414,179.27389526367188
13,170.15133666992188,22.19828987121582
19,197.81085205078125,131.58045959472656
20,204.79385375976562,135.4061737060547
20,406.37469482421875,314.6891784667969
22,44.4379997253418,120.87261962890625
24,63.182220458984375,117.42108917236328
25,67.14874267578125,108.90271759033203
33,180.04806518554688,137.2691650390625
33,443.0758056640625,13.52391242980957
35,195.67840576171875,153.70838928222656
36,185.34629821777344,152.1836700439453
37,194.48367309570312,155.7684783935547
38,199.5471954345703,144.19314575195312
39,193.27989196777344,152.8131866455078
40,204.77877807617188,172.57748413085938
41,193.45062255859375,150.06690979003906
42,198.53076171875,149.52609252929688
43,199.9107666015625,148.04086303710938
44,198.12933349609375,147.53578186035156
45,196.239501953125,151.40003967285156
49,201.94485473632812,179.040771484375
60,16.043081283569336,99.97883605957031
61,272.7725524902344,225.08685302734375
62,280.0462646484375,229.7219696044922
63,287.82080078125,224.2412109375
66,311.84771728515625,202.24325561523438
67,323.275390625,195.7634735107422
85,366.3033447265625,6.498473644256592
86,356.620361328125,13.03235912322998
87,344.73297119140625,16.859851837158203
87,360.23223876953125,6.591362476348877
89,323.61517333984375,7.396657943725586
90,316.8712158203125,14.264122009277344
91,310.0382995605469,25.462860107421875
92,270.2393798828125,28.854759216308594
93,262.3965148925781,34.93446731567383
94,258.9495849609375,37.52085876464844
95,256.3974609375,38.25747299194336
96,252.65487670898438,40.58329772949219
97,250.85006713867188,41.158958435058594
98,224.9273681640625,40.42707061767578
99,239.55654907226562,56.50209045410156
101,227.0028839111328,57.52763748168945
105,190.11688232421875,43.020503997802734
106,185.71026611328125,47.76936340332031
122,62.10125732421875,165.8185272216797
123,68.30459594726562,171.13201904296875
124,71.7530746459961,196.85646057128906
125,84.85649108886719,172.16297912597656
126,78.74857330322266,164.14312744140625
127,79.17677307128906,147.29965209960938
128,89.59585571289062,139.4693145751953
129,99.2943115234375,128.3874053955078
130,121.36764526367188,124.54631805419922
131,175.76234436035156,150.78631591796875
131,133.01528930664062,119.56840515136719
132,130.8385772705078,91.95306396484375
134,155.417724609375,87.52507019042969
162,229.65396118164062,190.11143493652344
163,543.5313110351562,231.0908660888672
